cluster_id,pdbid
83,3wkc
83,3wkd
83,3wke
83,4hai
83,4j03
83,4jnc
83,4ocz
83,4od0
83,4x6x
83,4x6y
83,4y2j
83,4y2p
83,4y2q
83,4y2s
83,4y2t
83,4y2u
83,4y2v
83,4y2x
83,4y2y
83,4yx9
83,5ai0
83,5ai4
83,5ai5
83,5ai6
83,5ai8
83,5ai9
83,5aia
83,5aib
83,5aic
83,5ak3
83,5ak4
83,5ak5
83,5ak6
83,5ake
83,5akg
83,5akh
83,5aki
83,5akj
83,5akk
83,5akl
83,5akz
83,5ald
83,5ale
83,5alf
83,5alg
83,5alh
83,5ali
83,5alj
83,5alk
83,5all
83,5alm
83,5aln
83,5alo
83,5alp
83,5alr
83,5als
83,5alt
83,5alu
83,5alv
83,5alw
83,5alx
83,5aly
83,5alz
83,5am0
83,5am1
83,5am2
83,5am3
83,5am4
83,5am5
83,5fp0
83,5hk9
83,5hka
83,5hkb
83,5jz9
83,5jzb
83,5jzs
83,5xo7
83,5z7j
83,6aum
83,6fr2
83,6hgv
83,6hgx
83,6i5g
84,1j19
84,2emt
85,1jif
86,1jlx
87,1joc
88,1eef
88,1eei
88,1efi
88,1fd7
88,1jqy
88,1lt5
88,1lt6
88,1pzi
88,1pzj
88,5eld
88,5ele
88,5elf
88,5lzg
88,5lzh
88,5lzj
88,6hmy
89,1jzs
89,2v0c
89,3zjt
89,3zju
89,3zjv
89,4eg4
89,4eg5
89,4eg6
89,4eg7
89,4ega
89,4mvw
89,4mvx
89,4mvy
89,4mw0
89,4mw1
89,4mw2
89,4mw4
89,4mw5
89,4mw6
89,4mw7
89,4mw9
89,4mwb
89,4mwc
89,4mwe
89,4py2
89,4zt2
89,4zt3
89,4zt4
89,4zt5
89,4zt6
89,4zt7
89,5j58
89,5j59
89,5k0s
89,5k0t
89,5nfh
89,5tqu
89,5v49
89,6q89
89,6q8a
89,6q8b
89,6q8c
90,1k1y
91,1kat
92,1kc7
92,2hwg
93,1kmy
93,1lgt
94,1kqb
95,1kyv
95,2a58
95,2c92
95,2c94
95,2c97
95,2c9b
95,2c9d
95,2vi5
96,1l2z
97,1l0a
97,1lb6
97,1qsc
97,4z8m
97,5yc1
97,5zuj
98,1jpl
98,1juq
98,1lf8
98,1py1
98,1ujj
98,1ujk
98,3g2s
98,3g2t
98,3g2u
98,3g2v
98,3g2w
99,1lf9
100,1lke
100,1lnm
100,1n0s
101,1lrh
102,1lvc
102,1pk0
102,1s26
102,1xfv
103,1m21
103,2wap
103,2wj1
103,2wj2
103,3k7f
103,3k83
103,3k84
103,3lj7
103,3oj8
103,3ppm
103,3pr0
103,3qj9
103,3qk5
103,3qkv
103,4do3
103,4hbp
103,4j5p
103,6mrg
104,1m48
104,1pw6
104,1py2
105,1m5w
106,1m6p
106,3k41
107,1m7y
108,1m83
108,1mau
108,1maw
108,2ov4
108,5dk4
109,1mai
110,1moq
111,1mpl
111,4ivk
111,6kjd
111,6kjf
112,1mrn
112,1mrs
112,1w2g
112,1w2h
112,4unn
112,4unp
112,4unq
112,4unr
112,4uns
112,5nq5
112,5nr7
113,1mto
113,6sy7
114,1mv0
114,5i22
115,1jdj
115,1n1g
116,1n4k
116,3t8s
117,1n5z
117,2lcs
117,2rol
118,1n8u
118,1n8v
119,1a4m
119,1add
119,1fkw
119,1ndv
119,1ndw
119,1ndy
119,1ndz
119,1o5r
119,1qxl
119,1uml
119,1v79
119,1v7a
119,1wxz
119,2ada
119,2e1w
119,2z7g
119,3ewc
120,1nf8
121,1njf
122,1nki
122,5wep
122,5wew
122,6c3u
123,1nlt
124,1nox
125,1hp5
125,1jak
125,1np0
125,2epn
125,3nsn
125,3ozp
125,3s6t
125,3sur
125,3sus
125,3sut
125,3suu
125,3suv
125,3suw
125,3vtr
125,3wmb
125,3wmc
125,5a69
125,5a6a
125,5a6b
125,5a6k
125,5fcz
126,1nu3
127,1nw5
127,1nw7
127,2zif
127,5hfj
128,1j5i
128,1o5p
129,1gwv
129,1gww
129,1gx0
129,1gx4
129,1o7o
129,2vfz
129,3ioi
129,3v0l
129,3v0p
129,4kc1
129,4kc2
129,4kc4
129,4y62
129,4y63
129,4y64
130,1o8b
130,1uj5
130,1uj6
131,1oai
132,1oba
133,1obx
133,1ybo
134,1ocn
135,1a69
135,1k9s
135,1nw4
135,1odi
135,1odj
135,1pr1
135,1pr5
135,1q1g
135,1z34
135,2i4t
135,2isc
135,5iu6
135,5znc
135,5zni
135,6aqs
135,6f4w
135,6f4x
136,1ogd
137,1e3v
137,1ogx
137,1ogz
137,1w6y
137,5ai1
137,5g2g
138,1oh4
139,1ols
139,1olu
139,1olx
139,1v11
139,1v16
139,1v1m
139,3exe
139,3exf
139,3exh
139,6cer
140,1om9
140,1p4u
140,2dwx
141,1ork
141,3zqi
142,1duv
142,1oth
143,1ov3
144,1ow6
144,1ow7
144,1ow8
144,3u3f
144,4xek
145,1ox9
146,1m9n
146,1oz0
146,1p4r
146,1pkx
146,1pl0
146,1thz
146,2b1g
146,2b1i
146,2iu0
146,5uy8
146,5uz0
147,1ozv
147,1p0y
147,2h21
147,2h23
147,2h2e
147,2h2j
147,6ox0
148,1ow4
148,1p28
149,1p6d
149,1p6e
150,1p7m
150,4ai5
150,4aia
151,1a7x
151,1bl4
151,1d7i
151,1d7j
151,1f40
151,1fkb
151,1fkf
151,1fkg
151,1fkh
151,1fki
151,1j4r
151,1pbk
151,1qpf
151,1qpl
151,2ko7
151,3ihz
151,4drk
151,4drm
151,4drn
151,4dro
151,4drp
151,4j4n
151,4j4o
151,4jfi
151,4jfj
151,4jfk
151,4jfl
151,4jfm
151,4mgv
151,4nnr
151,4qt2
151,4tw6
151,4tw7
151,4tw8
151,4w9o
151,4w9p
151,4w9q
151,5d75
151,5dit
151,5diu
151,5div
151,5njx
151,6saf
152,1pfu
152,1pfy
152,1pg2
153,1a99
153,1pot
153,3ttm
153,3ttn
153,4jdf
153,6ikm
154,1ppx
154,1pun
154,1puq
154,1pus
154,3a6t
154,3ffu
155,1pu7
155,1pu8
156,1br5
156,1br6
156,1il3
156,1il4
156,1il5
156,1il9
156,1nli
156,1pum
156,2jdl
156,2jjr
156,2p8n
156,3ej5
156,3hio
156,3hit
156,3hiv
156,3hiw
156,3px8
156,3px9
156,3rti
156,4emf
156,4emr
156,4esi
156,4huo
156,4hup
156,4hv3
156,4hv7
156,4i47
156,4mx1
156,4mx5
156,4zt8
156,5cso
156,5cst
156,5gu4
156,5y48
156,5y97
157,1q4k
157,1umw
157,3bzi
157,3fvh
157,3hik
157,3rq7
157,4dfw
157,4e67
157,4e9c
157,4e9d
157,4h71
157,4hco
157,4lkl
157,4lkm
157,4o6w
157,4o9w
157,4rcp
157,4whh
157,4whl
157,4x9r
157,4x9v
157,4x9w
157,5dms
157,5j19
157,6ax4
158,1qan
158,1qaq
158,6ift
159,1qaw
160,1qca
161,1ch8
161,1juy
161,1qf4
161,1qf5
162,1qft
163,1e5j
163,1h5v
163,1ocq
163,1qi0
163,1w3k
163,1w3l
163,2w7y
163,5a3h
163,5d9p
163,5oyd
163,8a3h
164,1qji
164,6bsl
164,6bsm
164,6bto
165,1qm4
165,5ugh
166,1a8i
166,1axr
166,1b4d
166,1c50
166,1c8k
166,1c8l
166,1e1y
166,1em6
166,1exv
166,1gfz
166,1ggn
166,1gpy
166,1h5u
166,1hlf
166,1k06
166,1k08
166,1kti
166,1l5q
166,1l5r
166,1l5s
166,1l7x
166,1noi
166,1noj
166,1nok
166,1p2g
166,1pyg
166,1qm5
166,1z6p
166,1z6q
166,2amv
166,2g9q
166,2g9r
166,2g9u
166,2g9v
166,2gj4
166,2gm9
166,2off
166,2pri
166,2prj
166,2pyi
166,2qlm
166,2qln
166,2qn1
166,2qn2
166,2qn3
166,2qnb
166,2qrg
166,2qrh
166,2qrm
166,2qrp
166,2qrq
166,3amv
166,3bcs
166,3ebo
166,3ebp
166,3g2h
166,3g2i
166,3g2j
166,3g2k
166,3g2l
166,3g2n
166,3l79
166,3l7a
166,3l7b
166,3l7c
166,3l7d
166,3mqf
166,3mrt
166,3mrv
166,3mrx
166,3ms2
166,3ms4
166,3ms7
166,3msc
166,3mt7
166,3mt8
166,3mt9
166,3mta
166,3mtb
166,3mtd
166,3nc4
166,3np7
166,3np9
166,3npa
166,3s0j
166,3sym
166,3syr
166,3t3d
166,3t3e
166,3t3g
166,3t3h
166,3t3i
166,4ej2
166,4eke
166,4eky
166,4el0
166,4el5
166,4mho
166,4mhs
166,4mi3
166,4mi6
166,4mi9
166,4mic
166,4mra
166,6gpb
166,7gpb
166,8gpb
167,1qvt
167,1qvu
167,3bt9
167,3btc
167,3bti
167,3btj
167,3btl
167,3pm1
168,1qxw
168,1qxy
168,1qxz
168,1xnz
168,1yvm
168,2bb7
168,2evc
168,2evm
168,2evo
168,2g6p
168,2gg0
168,2gg2
168,2gg3
168,2gg5
168,2gg7
168,2gg8
168,2gg9
168,2ggb
168,2nq6
168,2nq7
168,2p98
168,2p99
168,2p9a
168,2q92
168,2q93
168,2q94
168,2q95
168,2q96
168,3d27
168,3iu7
168,3iu8
168,3iu9
168,3pka
168,3pkb
168,3pkc
168,3pkd
168,3pke
168,4a6v
168,4a6w
168,4fli
168,4flj
168,4flk
168,4fll
168,4ikr
168,4iks
168,4ikt
168,4iku
168,4pnc
168,4u1b
168,4u69
168,4u6c
168,4u6e
168,4u6w
168,4u6z
168,4u70
168,4u71
168,4u73
168,5ykp
168,5yr4
168,5yr5
168,5yr6
169,1r6n
170,1r9l
171,1cqp
171,1rd4
171,1xdd
171,1xdg
171,1xuo
171,2ica
171,2o7n
171,3bqn
171,3e2m
171,3f78
171,3m6f
172,1bcj
172,1rdi
172,1rdj
172,1rdl
172,1rdn
172,2ggu
172,2ggx
172,2ork
172,2os9
172,2ria
172,2rib
173,1ro7
174,1rql
175,1rri
175,1rrw
175,1rry
175,1rs2
175,1rs4
175,1rsd
175,1rsi
176,1bmq
176,1f1j
176,1f9e
176,1gfw
176,1ibc
176,1nms
176,1pau
176,1qtn
176,1re1
176,1rhj
176,1rhk
176,1rhm
176,1rhq
176,1rhr
176,1rhu
176,1rww
176,1rwx
176,2h5i
176,2h5j
176,2h65
176,2ql5
176,2ql7
176,2ql9
176,2qlb
176,2qlf
176,2qlj
176,3deh
176,3dei
176,3dej
176,3dek
176,3gjq
176,3gjs
176,3gjt
176,3h0e
176,3ibc
176,3kjf
176,3kjn
176,3kjq
176,3ns7
176,3r5j
176,3r6g
176,3r7b
176,3r7n
176,3rjm
176,4ejf
176,4fea
176,4hva
176,4jj7
176,4jj8
176,4jje
176,4jr0
176,4n5d
176,4n6g
176,4n7j
176,4n7m
176,4nbk
176,4nbl
176,4nbn
176,4pry
176,4ps0
176,4ps1
176,5v6u
176,6f6r
177,1s4d
178,1bux
178,1hiy
178,1mn9
178,1s5z
178,1ucn
178,3bbb
178,3bbf
178,4cp5
178,4uof
178,4uoh
178,5kk8
179,1f3j
179,1jwm
179,1jws
179,1jwu
179,1klg
179,1klu
179,1pyw
179,1r5v
179,1r5w
179,1s9v
179,1sje
179,1sjh
179,3l6f
179,3qxd
179,4is6
179,4ov5
179,5jlz
179,5ksu
179,5ksv
179,5lax
179,6bij
179,6bil
179,6bin
179,6bir
179,6biv
179,6bix
179,6biy
179,6biz
180,1sbr
181,1ntk
181,1nu1
181,1sqb
181,1sqp
181,1sqq
181,4u3f
182,1sqi
182,1tfz
182,1tg5
182,5ywg
182,5yy6
182,6isd
182,6j63
183,1ssq
183,3q1x
184,1sw1
184,1sw2
184,3mam
184,3ppo
184,3ppp
184,3ppq
184,3ppr
184,3r6u
184,5nxy
185,1czq
185,1swi
185,2kp8
185,2r3c
185,2r5b
185,2r5d
186,1syo
186,1sz0
187,1t13
188,1a2c
188,1a3e
188,1a46
188,1a4w
188,1a5g
188,1a5h
188,1a61
188,1ad8
188,1aht
188,1aq7
188,1auj
188,1awf
188,1awh
188,1b0f
188,1b5g
188,1ba8
188,1bb0
188,1bcu
188,1bhx
188,1bio
188,1bju
188,1bjv
188,1bma
188,1bmm
188,1bmn
188,1bra
188,1bty
188,1c1r
188,1c1u
188,1c1v
188,1c4u
188,1c4v
188,1c4y
188,1c5n
188,1c5o
188,1c5p
188,1c5q
188,1c5s
188,1c5t
188,1c5x
188,1c5y
188,1c5z
188,1ca8
188,1ce5
188,1d3d
188,1d3p
188,1d3q
188,1d4p
188,1d6w
188,1d9i
188,1doj
188,1dva
188,1dwc
188,1dwd
188,1e34
188,1e37
188,1eas
188,1eat
188,1eb1
188,1eb2
188,1ejn
188,1ekb
188,1ela
188,1elb
188,1elc
188,1eld
188,1ele
188,1eoj
188,1eol
188,1ets
188,1ett
188,1ezq
188,1f0r
188,1f0s
188,1f0t
188,1f0u
188,1f5k
188,1f5l
188,1f92
188,1fax
188,1fjs
188,1fpc
188,1fv9
188,1g2l
188,1g2m
188,1g30
188,1g32
188,1g36
188,1g37
188,1g3b
188,1g3c
188,1g3d
188,1g3e
188,1gbt
188,1ggd
188,1ghv
188,1ghw
188,1ghy
188,1ghz
188,1gi1
188,1gi4
188,1gi6
188,1gi7
188,1gi8
188,1gi9
188,1gj4
188,1gj5
188,1gj6
188,1gj7
188,1gj8
188,1gja
188,1gjb
188,1gjc
188,1gjd
188,1gvk
188,1h1b
188,1h4w
188,1h9l
188,1hdt
188,1hgt
188,1iau
188,1iht
188,1inc
188,1j14
188,1j15
188,1j16
188,1j17
188,1jrs
188,1jwt
188,1k1i
188,1k1j
188,1k1l
188,1k1m
188,1k1n
188,1k1o
188,1k1p
188,1k21
188,1k22
188,1k2i
188,1ksn
188,1ktt
188,1kyn
188,1lhc
188,1lhd
188,1lhe
188,1lhf
188,1lhg
188,1lpg
188,1lpk
188,1lpz
188,1lqd
188,1lqe
188,1mq5
188,1mq6
188,1mu6
188,1mu8
188,1mue
188,1nc6
188,1nfu
188,1nfw
188,1nfx
188,1nfy
188,1nm6
188,1no9
188,1nt1
188,1ny2
188,1nzq
188,1o0d
188,1o2g
188,1o2h
188,1o2j
188,1o2k
188,1o2n
188,1o2o
188,1o2p
188,1o2q
188,1o2r
188,1o2s
188,1o2t
188,1o2u
188,1o2v
188,1o2w
188,1o2x
188,1o2y
188,1o2z
188,1o30
188,1o32
188,1o33
188,1o34
188,1o35
188,1o36
188,1o37
188,1o38
188,1o39
188,1o3b
188,1o3c
188,1o3d
188,1o3e
188,1o3f
188,1o3g
188,1o3h
188,1o3i
188,1o3j
188,1o3k
188,1o3l
188,1o3p
188,1o5a
188,1o5b
188,1o5c
188,1o5e
188,1o5f
188,1o5g
188,1okx
188,1oss
188,1owd
188,1owe
188,1owh
188,1owi
188,1owj
188,1owk
188,1oxg
188,1oyq
188,1oyt
188,1p57
188,1ppc
188,1pph
